id,brand,model,variant,reason
31594,PROTON,X50,EXECUTIVE,no candidate match
41416,MERCEDES-BENZ,C-CLASS,C300,no candidate match
74157,KIA,RIO,SX,low match score
3403,BMW,3 SERIES,330I,no candidate match
50886,PORSCHE,PANAMERA,,missing cleaned source data
74941,KIA,CERATO,KX,low match score
41417,MERCEDES-BENZ,C-CLASS,C200,no candidate match
94760,NISSAN,ALMERA,VLP,low match score
5292,BMW,2 SERIES,218I,no candidate match
39273,MERCEDES-BENZ,CLA-CLASS,CLA45 AMG,no candidate match
42501,MERCEDES-BENZ,E-CLASS,E350 E,no candidate match
104776,PERODUA,ARUZ,X,low match score
41418,MERCEDES-BENZ,A-CLASS,A250,no candidate match
41425,MERCEDES-BENZ,B-CLASS,B200,no candidate match
58990,TOYOTA,FORTUNER,SRZ,low match score
113471,AUDI,A3,TFSI,low match score
41433,MERCEDES-BENZ,S-CLASS,S400L,no candidate match
64566,TOYOTA,AVANZA,S,low match score
64596,TOYOTA,VIOS,G,low match score
43861,MERCEDES-BENZ,C-CLASS,C200K,no candidate match
41448,MERCEDES-BENZ,A-CLASS,A250,no candidate match
62377,TOYOTA,CAMRY,V,low match score
63348,TOYOTA,RUSH,S,low match score
94789,NISSAN,TEANA,XV,low match score
41449,MERCEDES-BENZ,GLA-CLASS,GLA45 AMG,no candidate match
41460,MERCEDES-BENZ,C-CLASS,C250,no candidate match
31713,PROTON,X50,PREMIUM,no candidate match
41466,MERCEDES-BENZ,C-CLASS,C200,no candidate match
3434,BMW,I,IX,no candidate match
113473,AUDI,A6,TFSI,low match score
35603,PROTON,X50,TGDI FLAGSHIP,no candidate match
41477,MERCEDES-BENZ,S-CLASS,S400L,no candidate match
105080,PERODUA,ALZA,M2,low match score
3345,BMW,5 SERIES,530E,no candidate match
41484,MERCEDES-BENZ,A-CLASS,A35 AMG,no candidate match
5320,BMW,3 SERIES,316I,no candidate match
41492,MERCEDES-BENZ,E-CLASS,E250 CGI,no candidate match
42508,MERCEDES-BENZ,C-CLASS,C200,no candidate match
66130,TOYOTA,VIOS,G,low match score
41493,MERCEDES-BENZ,E-CLASS,E200,no candidate match
35657,PROTON,X50,TGDI FLAGSHIP,no candidate match
41494,MERCEDES-BENZ,E-CLASS,E200,no candidate match
5322,BMW,I,IX,no candidate match
47781,PERODUA,MYVI,AV,low match score
1152,BMW,X,X1,no candidate match
3437,BMW,7 SERIES,740LE,no candidate match
42515,MERCEDES-BENZ,E-CLASS,E350 E,no candidate match
32088,PROTON,WIRA,GL,low match score
94872,NISSAN,X-TRAIL,,missing cleaned source data
41500,MERCEDES-BENZ,A-CLASS,A250,no candidate match
64615,TOYOTA,VIOS,J,low match score
5316,BMW,2 SERIES,218I,no candidate match
41504,MERCEDES-BENZ,GLC-CLASS,GLC200,no candidate match
8663,BMW,M,M4,no candidate match
41507,MERCEDES-BENZ,GLC-CLASS,GLC250,no candidate match
64648,TOYOTA,YARIS,G,low match score
64635,TOYOTA,VIOS,G,low match score
3423,BMW,5 SERIES,530I,no candidate match
41515,MERCEDES-BENZ,A-CLASS,A200,no candidate match
20727,HONDA,STREAM,RSZ,low match score
3487,BMW,1 SERIES,120I,no candidate match
41521,MERCEDES-BENZ,E-CLASS,E200,no candidate match
41527,MERCEDES-BENZ,GLE-CLASS,GLE450,no candidate match
41539,MERCEDES-BENZ,C-CLASS,C300,no candidate match
64641,TOYOTA,VELLFIRE,X,low match score
3401,BMW,5 SERIES,530I,no candidate match
64651,TOYOTA,VIOS,J,low match score
54189,TOYOTA,AVANZA,G,low match score
110641,TOYOTA,FORTUNER,V,low match score
41546,MERCEDES-BENZ,GLA-CLASS,GLA250,no candidate match
64662,TOYOTA,INNOVA,G,low match score
41548,MERCEDES-BENZ,E-CLASS,E200,no candidate match
74430,KIA,CERATO,,missing cleaned source data
94848,NISSAN,ALMERA,E,low match score
67815,AUDI,A4,TFSI,low match score
41551,MERCEDES-BENZ,GLA-CLASS,GLA200,no candidate match
94860,NISSAN,SYLPHY,VL,low match score
75127,KIA,RIO,SX,low match score
41557,MERCEDES-BENZ,E-CLASS,E350 E,no candidate match
32034,PROTON,PERDANA,E,low match score
41565,MERCEDES-BENZ,E-CLASS,E300,no candidate match
74920,KIA,CERATO,K3,low match score
85303,VOLVO,XC90,T8,low match score
60387,TOYOTA,CAMRY,G,low match score
60391,TOYOTA,CAMRY,G,low match score
41593,MERCEDES-BENZ,GLA-CLASS,GLA250,no candidate match
104836,PERODUA,MYVI,EZ,low match score
92679,MITSUBISHI,ATTRAGE,GS,low match score
30517,PROTON,X50,TGDI FLAGSHIP,no candidate match
41602,MERCEDES-BENZ,GLA-CLASS,GLA200,no candidate match
41607,MERCEDES-BENZ,A-CLASS,A250,no candidate match
94822,NISSAN,X-TRAIL,,missing cleaned source data
33591,PROTON,WIRA,GL,low match score
41610,MERCEDES-BENZ,A-CLASS,A250,no candidate match
41617,MERCEDES-BENZ,C-CLASS,C250,no candidate match
94909,NISSAN,ALMERA,E,low match score
41621,MERCEDES-BENZ,A-CLASS,A250,no candidate match
41624,MERCEDES-BENZ,E-CLASS,E250,no candidate match
60490,TOYOTA,CAMRY,V,low match score
3465,BMW,X,X5,no candidate match
64729,TOYOTA,RUSH,S,low match score
30608,PROTON,X50,TGDI FLAGSHIP,no candidate match
41636,MERCEDES-BENZ,E-CLASS,E300,no candidate match
60472,TOYOTA,VIOS,E,low match score
41643,MERCEDES-BENZ,A-CLASS,A180,no candidate match
8771,BMW,4 SERIES,428I,no candidate match
64744,TOYOTA,VIOS,G,low match score
41644,MERCEDES-BENZ,GLC-CLASS,GLC250,no candidate match
66159,TOYOTA,CAMRY,V,low match score
41657,MERCEDES-BENZ,GLC-CLASS,GLC250,no candidate match
98622,HONDA,ACCORD,VTI,low match score
41662,MERCEDES-BENZ,C-CLASS,C43 AMG,no candidate match
5328,BMW,X,X3,no candidate match
3478,BMW,X,X5,no candidate match
64795,TOYOTA,CAMRY,V,low match score
41678,MERCEDES-BENZ,GLA-CLASS,GLA250,no candidate match
41683,MERCEDES-BENZ,C-CLASS,C200,no candidate match
64793,TOYOTA,VIOS,G,low match score
30813,PROTON,X50,TGDI FLAGSHIP,no candidate match
39309,MERCEDES-BENZ,G-CLASS,G63 AMG,no candidate match
60618,TOYOTA,FORTUNER,V,low match score
41694,MERCEDES-BENZ,CLA-CLASS,CLA45 AMG,no candidate match
41698,MERCEDES-BENZ,SLC-CLASS,SLC43 AMG,no candidate match
5351,BMW,X,X5,no candidate match
11305,BMW,1 SERIES,118I,no candidate match
73476,ISUZU,NLR,,missing cleaned source data
41700,MERCEDES-BENZ,A-CLASS,A35 AMG,no candidate match
3469,BMW,2 SERIES,M235I,no candidate match
94955,NISSAN,ALMERA,VL,low match score
41721,MERCEDES-BENZ,CLA-CLASS,CLA200,no candidate match
70989,FORD,MUSTANG,,missing cleaned source data
30917,PROTON,X50,TGDI FLAGSHIP,no candidate match
68950,CITROEN,C5,,missing cleaned source data
55983,TOYOTA,YARIS,G,low match score
41762,MERCEDES-BENZ,A-CLASS,A250,no candidate match
41765,MERCEDES-BENZ,GLC-CLASS,GLC200,no candidate match
105740,PERODUA,ALZA,AV,low match score
64877,TOYOTA,LY100R,,missing cleaned source data
41769,MERCEDES-BENZ,S-CLASS,S400L,no candidate match
94972,NISSAN,ALMERA,E,low match score
77323,MAZDA,3,MPS,low match score
3511,BMW,X,X3,no candidate match
105228,PERODUA,MYVI,H,low match score
41781,MERCEDES-BENZ,C-CLASS,C300,no candidate match
41796,MERCEDES-BENZ,E-CLASS,E350,no candidate match
94978,NISSAN,X-TRAIL,,missing cleaned source data
41797,MERCEDES-BENZ,A-CLASS,A250,no candidate match
15627,HONDA,STREAM,RSZ,low match score
64923,TOYOTA,LAND CRUISER,ZX,low match score
105744,PERODUA,MYVI,SX,low match score
41802,MERCEDES-BENZ,E-CLASS,E250,no candidate match
30977,PROTON,X50,PREMIUM,no candidate match
35648,PROTON,X50,PREMIUM,no candidate match
61921,TOYOTA,INNOVA,G,low match score
92843,MITSUBISHI,XPANDER,,missing cleaned source data
3554,BMW,X,X3,no candidate match
3528,BMW,5 SERIES,530I,no candidate match
104883,PERODUA,ATIVA,AV,low match score
42547,MERCEDES-BENZ,CLA-CLASS,CLA200,no candidate match
75084,KIA,RIO,,missing cleaned source data
77562,MAZDA,3,GLS,low match score
54218,TOYOTA,VIOS,E,low match score
41821,MERCEDES-BENZ,C-CLASS,C250,no candidate match
7201,BMW,X,X4,no candidate match
64939,TOYOTA,VIOS,E,low match score
39317,MERCEDES-BENZ,S-CLASS,S400L,no candidate match
75068,KIA,PICANTO,EX,low match score
30981,PROTON,X50,TGDI FLAGSHIP,no candidate match
41832,MERCEDES-BENZ,A-CLASS,A45 AMG,no candidate match
41838,MERCEDES-BENZ,CLA-CLASS,CLA45 AMG,no candidate match
64966,TOYOTA,LAND CRUISER,ZX,low match score
41840,MERCEDES-BENZ,A-CLASS,A250,no candidate match
55125,TOYOTA,VIOS,J,low match score
5358,BMW,3 SERIES,330E,no candidate match
69051,DAIHATSU,GRAN MAX,BOX,low match score
48556,PERODUA,MYVI,EZI,low match score
54236,TOYOTA,ESTIMA,,missing cleaned source data
41852,MERCEDES-BENZ,A-CLASS,A35 AMG,no candidate match
95053,NISSAN,X-TRAIL,,missing cleaned source data
35649,PROTON,WIRA,XLI,low match score
59821,TOYOTA,AVANZA,E,low match score
31057,PROTON,X50,PREMIUM,no candidate match
86645,BMW,3 SERIES,330E,no candidate match
41861,MERCEDES-BENZ,A-CLASS,A250,no candidate match
61296,TOYOTA,VIOS,G,low match score
41864,MERCEDES-BENZ,GLA-CLASS,GLA250,no candidate match
95044,NISSAN,X-TRAIL,,missing cleaned source data
41865,MERCEDES-BENZ,A-CLASS,A200,no candidate match
25894,HONDA,BR-V,,missing cleaned source data
95050,NISSAN,SENTRA,SG,low match score
51036,PORSCHE,MACAN,,missing cleaned source data
41869,MERCEDES-BENZ,E-CLASS,E250,no candidate match
41871,MERCEDES-BENZ,S-CLASS,S500L,no candidate match
41880,MERCEDES-BENZ,E-CLASS,E200,no candidate match
64979,TOYOTA,YARIS,G,low match score
39321,MERCEDES-BENZ,GLC-CLASS,GLC250,no candidate match
41890,MERCEDES-BENZ,CLA-CLASS,CLA45 AMG,no candidate match
104892,PERODUA,ATIVA,AV,low match score
3583,BMW,3 SERIES,330E,no candidate match
95059,NISSAN,SYLPHY,VL,low match score
48887,PERODUA,MYVI,EZ,low match score
41898,MERCEDES-BENZ,S-CLASS,S400L,no candidate match
48906,PERODUA,AXIA,SE,low match score
41902,MERCEDES-BENZ,C-CLASS,C300,no candidate match
3587,BMW,M,M3,no candidate match
64974,TOYOTA,COROLLA ALTIS,G,low match score
41905,MERCEDES-BENZ,CLA-CLASS,CLA250,no candidate match
81244,VOLKSWAGEN,GOLF,R,low match score
113249,TOYOTA,CAMRY,V,low match score
41910,MERCEDES-BENZ,GLA-CLASS,GLA250,no candidate match
51046,PORSCHE,MACAN,,missing cleaned source data
66171,TOYOTA,COROLLA ALTIS,E,low match score
20149,HONDA,STREAM,,missing cleaned source data
41913,MERCEDES-BENZ,C-CLASS,C300,no candidate match
108712,PERODUA,MYVI,EZI,low match score
69204,FERRARI,812 SUPERFAST,,missing cleaned source data
69401,FERRARI,F430,,missing cleaned source data
3598,BMW,X,X1,no candidate match
43559,MERCEDES-BENZ,GLC-CLASS,GLC300,no candidate match
113629,FERRARI,488 GTB,,missing cleaned source data
9896,BMW,Z,Z4,no candidate match
5375,BMW,3 SERIES,323I,no candidate match
37275,MERCEDES-BENZ,GLC-CLASS,GLC200,no candidate match
39324,MERCEDES-BENZ,E-CLASS,E250,no candidate match
20200,HONDA,HR-V,V,low match score
41915,MERCEDES-BENZ,C-CLASS,C300,no candidate match
5364,BMW,3 SERIES,316I,no candidate match
37469,MERCEDES-BENZ,E-CLASS,E250,no candidate match
51218,TOYOTA,INNOVA,G,low match score
41919,MERCEDES-BENZ,CLA-CLASS,CLA200,no candidate match
2057,BMW,7 SERIES,740LI,no candidate match
96337,BMW,5 SERIES,528I,no candidate match
41922,MERCEDES-BENZ,CLA-CLASS,CLA220,no candidate match
37662,MERCEDES-BENZ,GLA-CLASS,GLA200,no candidate match
69200,FERRARI,488 GTB,,missing cleaned source data
61452,TOYOTA,RAV4,,missing cleaned source data
37713,MERCEDES-BENZ,C-CLASS,C350 E,no candidate match
81860,VOLKSWAGEN,JETTA,TSI,low match score
81909,VOLKSWAGEN,PASSAT,TSI,low match score
37813,MERCEDES-BENZ,GLC-CLASS,GLC250,no candidate match
69260,FERRARI,F430,,missing cleaned source data
104918,PERODUA,ALZA,EZI,low match score
41926,MERCEDES-BENZ,S-CLASS,S63 AMG,no candidate match
41930,MERCEDES-BENZ,C-CLASS,C300,no candidate match
71933,HYUNDAI,TUCSON,CRDI,low match score
65060,TOYOTA,CRESSIDA,RX30,low match score
41931,MERCEDES-BENZ,CLA-CLASS,CLA200,no candidate match
61132,TOYOTA,VOXY,X,low match score
8854,BMW,I,I5,no candidate match
38043,MERCEDES-BENZ,C-CLASS,C200,no candidate match
104929,PERODUA,MYVI,G,low match score
41933,MERCEDES-BENZ,C-CLASS,C350 E,no candidate match
41934,MERCEDES-BENZ,C-CLASS,C200,no candidate match
31294,PROTON,X50,TGDI FLAGSHIP,no candidate match
38060,MERCEDES-BENZ,GLC-CLASS,GLC250,no candidate match
924,BMW,X,X1,no candidate match
41936,MERCEDES-BENZ,CLA-CLASS,CLA250,no candidate match
41937,MERCEDES-BENZ,A-CLASS,A200,no candidate match
39336,MERCEDES-BENZ,C-CLASS,C250,no candidate match
65059,TOYOTA,VIOS,E,low match score
82194,VOLKSWAGEN,GOLF,R,low match score
38182,MERCEDES-BENZ,CLA-CLASS,CLA200,no candidate match
41957,MERCEDES-BENZ,C-CLASS,C200,no candidate match
3661,BMW,5 SERIES,520I,no candidate match
95138,NISSAN,ALMERA,VLT,low match score
82365,VOLKSWAGEN,JETTA,TSI,low match score
106714,PERODUA,MYVI,SE,low match score
6749,BMW,5 SERIES,530I,no candidate match
54277,TOYOTA,VELLFIRE,Z,low match score
41956,MERCEDES-BENZ,A-CLASS,A250,no candidate match
95145,NISSAN,X-TRAIL,,missing cleaned source data
104947,PERODUA,ARUZ,AV,low match score
85618,VOLVO,XC90,T8,low match score
32059,PROTON,X50,PREMIUM,no candidate match
41959,MERCEDES-BENZ,C-CLASS,C200,no candidate match
74567,KIA,CERATO,,missing cleaned source data
32110,PROTON,X50,TGDI FLAGSHIP,no candidate match
112386,TOYOTA,VIOS,E,low match score
41963,MERCEDES-BENZ,GLC-CLASS,GLC250,no candidate match
38701,MERCEDES-BENZ,E-CLASS,E250,no candidate match
41996,MERCEDES-BENZ,A-CLASS,A35 AMG,no candidate match
87945,HONDA,ACCORD,VTI,low match score
16141,HONDA,ACCORD,VTI-L,low match score
89232,FERRARI,458 SPIDER,,missing cleaned source data
10187,BMW,3 SERIES,320I,no candidate match
41997,MERCEDES-BENZ,C-CLASS,C43 AMG,no candidate match
38981,MERCEDES-BENZ,E-CLASS,E250 CGI,no candidate match
72233,HYUNDAI,STAREX TQ,CRDI,low match score
104958,PERODUA,AXIA,E,low match score
84971,VOLVO,XC60,T5,low match score
42568,MERCEDES-BENZ,C-CLASS,C63 AMG,no candidate match
65080,TOYOTA,FORTUNER,G,low match score
104963,PERODUA,MYVI,H,low match score
42004,MERCEDES-BENZ,GLC-CLASS,GLC250,no candidate match
42006,MERCEDES-BENZ,C-CLASS,C200,no candidate match
3636,BMW,X,X5,no candidate match
31336,PROTON,X50,PREMIUM,no candidate match
31620,PROTON,X50,PREMIUM,no candidate match
42015,MERCEDES-BENZ,S-CLASS,S400L,no candidate match
42017,MERCEDES-BENZ,GLA-CLASS,GLA200,no candidate match
65073,TOYOTA,VIOS,E,low match score
3657,BMW,X,X5,no candidate match
39359,MERCEDES-BENZ,E-CLASS,E200,no candidate match
5395,BMW,X,X3,no candidate match
8914,BMW,2 SERIES,218I,no candidate match
42044,MERCEDES-BENZ,C-CLASS,C200,no candidate match
65095,TOYOTA,FORTUNER,,missing cleaned source data
84975,VOLVO,V40,T5,low match score
42048,MERCEDES-BENZ,C-CLASS,C300,no candidate match
49969,PORSCHE,CAYENNE,S,low match score
31634,PROTON,X50,PREMIUM,no candidate match
42049,MERCEDES-BENZ,GLA-CLASS,GLA250,no candidate match
65113,TOYOTA,VIOS,G,low match score
39782,MERCEDES-BENZ,S-CLASS,S300L,no candidate match
31353,PROTON,X50,TGDI FLAGSHIP,no candidate match
42053,MERCEDES-BENZ,C-CLASS,C300,no candidate match
65098,TOYOTA,CAMRY,G X,low match score
65091,TOYOTA,ESTIMA,,missing cleaned source data
54353,TOYOTA,VIOS,G,low match score
3687,BMW,2 SERIES,218I,no candidate match
42569,MERCEDES-BENZ,GLA-CLASS,GLA35 AMG,no candidate match
65134,TOYOTA,VIOS,J,low match score
56755,TOYOTA,YARIS,E,low match score
3676,BMW,4 SERIES,428I,no candidate match
40266,MERCEDES-BENZ,C-CLASS,C43 AMG,no candidate match
69425,FERRARI,812 SUPERFAST,,missing cleaned source data
25226,HONDA,JAZZ,I-DSI,low match score
66195,TOYOTA,VELLFIRE,,missing cleaned source data
54518,TOYOTA,INNOVA,X,low match score
74981,KIA,SPORTAGE,,missing cleaned source data
42055,MERCEDES-BENZ,S-CLASS,S400L,no candidate match
40457,MERCEDES-BENZ,GLA-CLASS,GLA250,no candidate match
56815,TOYOTA,CAMRY,E,low match score
42573,MERCEDES-BENZ,GLC-CLASS,GLC300,no candidate match
95215,NISSAN,ALMERA,VL,low match score
69345,FERRARI,812 SUPERFAST,,missing cleaned source data
65179,TOYOTA,VIOS,E,low match score
3645,BMW,6 SERIES,630I,no candidate match
51116,PORSCHE,CAYMAN,,missing cleaned source data
42070,MERCEDES-BENZ,C-CLASS,C200,no candidate match
5400,BMW,X,X5,no candidate match
10842,BMW,5 SERIES,530I,no candidate match
65164,TOYOTA,CAMRY,V,low match score
31432,PROTON,X50,PREMIUM,no candidate match
42073,MERCEDES-BENZ,A-CLASS,A250,no candidate match
104974,PERODUA,MYVI,H,low match score
56950,TOYOTA,VIOS,E,low match score
110653,TOYOTA,VELLFIRE,VL,low match score
50897,PORSCHE,CAYENNE,,missing cleaned source data
69418,FERRARI,458 ITALIA,,missing cleaned source data
42928,MERCEDES-BENZ,E-CLASS,E300,no candidate match
42076,MERCEDES-BENZ,E-CLASS,E350,no candidate match
3706,BMW,I,IX2,no candidate match
40770,MERCEDES-BENZ,E-CLASS,E250 CGI,no candidate match
42088,MERCEDES-BENZ,GLA-CLASS,GLA250,no candidate match
42102,MERCEDES-BENZ,E-CLASS,E250,no candidate match
5407,BMW,5 SERIES,530I,no candidate match
42109,MERCEDES-BENZ,A-CLASS,A250,no candidate match
74227,KIA,SORENTO,HS,low match score
21281,HONDA,ACCORD,VTI,low match score
66228,TOYOTA,INNOVA,G,low match score
42114,MERCEDES-BENZ,E-CLASS,E250,no candidate match
104979,PERODUA,MYVI,AV,low match score
42115,MERCEDES-BENZ,A-CLASS,A250,no candidate match
104983,PERODUA,MYVI,SE,low match score
31638,PROTON,X50,TGDI FLAGSHIP,no candidate match
5543,BMW,2 SERIES,218I,no candidate match
42124,MERCEDES-BENZ,C-CLASS,C300,no candidate match
42127,MERCEDES-BENZ,C-CLASS,C300,no candidate match
35715,PROTON,SAGA,SV,low match score
42130,MERCEDES-BENZ,GLA-CLASS,GLA250,no candidate match
42131,MERCEDES-BENZ,GLA-CLASS,GLA200,no candidate match
3690,BMW,6 SERIES,630I,no candidate match
56991,TOYOTA,YARIS,G,low match score
42142,MERCEDES-BENZ,E-CLASS,E240,no candidate match
42152,MERCEDES-BENZ,C-CLASS,C200,no candidate match
25300,HONDA,CITY,EFI,low match score
42153,MERCEDES-BENZ,A-CLASS,A45 AMG,no candidate match
66245,TOYOTA,COROLLA ALTIS,G,low match score
104998,PERODUA,ALZA,SE,low match score
75011,KIA,CERATO,KX,low match score
42156,MERCEDES-BENZ,C-CLASS,C300,no candidate match
34755,PROTON,PERDANA,,missing cleaned source data
105011,PERODUA,AXIA,G,low match score
39352,MERCEDES-BENZ,E-CLASS,E350,no candidate match
42166,MERCEDES-BENZ,C-CLASS,C250,no candidate match
107440,PERODUA,KENARI,EZ,low match score
76836,MAXUS,G10,SE,low match score
42176,MERCEDES-BENZ,A-CLASS,A200,no candidate match
42199,MERCEDES-BENZ,C-CLASS,C250,no candidate match
10841,BMW,5 SERIES,530E,no candidate match
93363,MITSUBISHI,GRANDIS,,missing cleaned source data
42217,MERCEDES-BENZ,E-CLASS,E200,no candidate match
51736,TOYOTA,VIOS,G,low match score
31716,PROTON,PERDANA,E,low match score
42223,MERCEDES-BENZ,GLC-CLASS,GLC300,no candidate match
73588,ISUZU,NPR71,,missing cleaned source data
42233,MERCEDES-BENZ,C-CLASS,C300,no candidate match
68905,CHEVROLET,ORLANDO,LT,low match score
42234,MERCEDES-BENZ,GLB-CLASS,GLB200,no candidate match
42246,MERCEDES-BENZ,SL-CLASS,SL500,no candidate match
42248,MERCEDES-BENZ,C-CLASS,C300,no candidate match
95286,NISSAN,ALMERA,VL,low match score
5431,BMW,3 SERIES,320D,no candidate match
42192,MERCEDES-BENZ,S-CLASS,S400L,no candidate match
42594,MERCEDES-BENZ,E-CLASS,E350 CDI,no candidate match
63589,TOYOTA,COROLLA CROSS,V,low match score
41857,MERCEDES-BENZ,A-CLASS,A250,no candidate match
89741,MAZDA,CX-7,,missing cleaned source data
3748,BMW,5 SERIES,530I,no candidate match
5435,BMW,5 SERIES,520I,no candidate match
68929,CHEVROLET,MALIBU,LTZ,low match score
113273,TOYOTA,SIENTA,V,low match score
116205,PROTON,X50,EXECUTIVE,no candidate match
39794,MERCEDES-BENZ,E-CLASS,E250,no candidate match
42240,MERCEDES-BENZ,CLA-CLASS,CLA180,no candidate match
42257,MERCEDES-BENZ,E-CLASS,E200,no candidate match
116208,PROTON,X50,TGDI FLAGSHIP,no candidate match
42261,MERCEDES-BENZ,C-CLASS,C300,no candidate match
77045,MAZDA,3,GL,low match score
3744,BMW,X,X5,no candidate match
42267,MERCEDES-BENZ,A-CLASS,A45 AMG,no candidate match
5455,BMW,X,X1,no candidate match
5440,BMW,3 SERIES,318I,no candidate match
51954,TOYOTA,C-HR,,missing cleaned source data
42270,MERCEDES-BENZ,CLS-CLASS,CLS63 AMG,no candidate match
42509,MERCEDES-BENZ,E-CLASS,E200 CGI,no candidate match
21333,HONDA,ACCORD,VTI,low match score
42280,MERCEDES-BENZ,E-CLASS,E200,no candidate match
63924,TOYOTA,ALPHARD,X,low match score
54863,TOYOTA,VIOS,E,low match score
59923,TOYOTA,COROLLA,SEG,low match score
63943,TOYOTA,COROLLA ALTIS,G,low match score
42281,MERCEDES-BENZ,CLA-CLASS,CLA250,no candidate match
65236,TOYOTA,COROLLA ALTIS,G,low match score
42289,MERCEDES-BENZ,C-CLASS,C200,no candidate match
57192,TOYOTA,VELLFIRE,V,low match score
42387,MERCEDES-BENZ,C-CLASS,C300,no candidate match
42291,MERCEDES-BENZ,GLA-CLASS,GLA250,no candidate match
42294,MERCEDES-BENZ,A-CLASS,A200,no candidate match
79410,MAZDA,8,,missing cleaned source data
42297,MERCEDES-BENZ,A-CLASS,A250,no candidate match
5473,BMW,X,X1,no candidate match
65242,TOYOTA,VIOS,G,low match score
116214,PROTON,WAJA,,missing cleaned source data
42300,MERCEDES-BENZ,A-CLASS,A200,no candidate match
42301,MERCEDES-BENZ,GLA-CLASS,GLA200,no candidate match
74608,KIA,SPORTAGE,QL,low match score
61969,TOYOTA,VIOS,J,low match score
42310,MERCEDES-BENZ,GLC-CLASS,GLC43 AMG,no candidate match
61949,TOYOTA,VIOS,E,low match score
42311,MERCEDES-BENZ,C-CLASS,C200,no candidate match
