id,brand,model,variant,reason
41780,MERCEDES-BENZ,GLA-CLASS,GLA200,no candidate match
108903,PERODUA,BEZZA,X,low match score
41786,MERCEDES-BENZ,A-CLASS,A200,no candidate match
54450,TOYOTA,INNOVA,G,low match score
27616,LEXUS,RX350,,missing cleaned source data
108909,PERODUA,ARUZ,AV,low match score
41782,MERCEDES-BENZ,C-CLASS,C200,no candidate match
108917,PERODUA,AXIA,G,low match score
55179,TOYOTA,CAMRY,V,low match score
41792,MERCEDES-BENZ,CLA-CLASS,CLA180,no candidate match
54535,TOYOTA,VELLFIRE,V,low match score
108920,PERODUA,AXIA,G,low match score
44790,MERCEDES-BENZ,A-CLASS,A250,no candidate match
74385,KIA,PICANTO,,missing cleaned source data
54531,TOYOTA,VIOS,G,low match score
108923,PERODUA,ALZA,EZI,low match score
108926,PERODUA,MYVI,SE,low match score
57209,TOYOTA,COROLLA ALTIS,G,low match score
41795,MERCEDES-BENZ,A-CLASS,A250,no candidate match
54542,TOYOTA,YARIS,G,low match score
108931,PERODUA,MYVI,X,low match score
41793,MERCEDES-BENZ,E-CLASS,E240,no candidate match
94694,NISSAN,ALMERA,E,low match score
54572,TOYOTA,VIOS,G,low match score
55176,TOYOTA,INNOVA,E,low match score
41798,MERCEDES-BENZ,CLA-CLASS,CLA250,no candidate match
41804,MERCEDES-BENZ,CLA-CLASS,CLA200,no candidate match
42196,MERCEDES-BENZ,C-CLASS,C43 AMG,no candidate match
108933,PERODUA,MYVI,EZ,low match score
108934,PERODUA,ALZA,EZ,low match score
54638,TOYOTA,WISH,X,low match score
108937,PERODUA,ALZA,EZ,low match score
94698,NISSAN,ALMERA,VL,low match score
42203,MERCEDES-BENZ,C-CLASS,C43 AMG,no candidate match
108940,PERODUA,MYVI,SE,low match score
6020,BMW,3 SERIES,330E,no candidate match
41818,MERCEDES-BENZ,C-CLASS,C250,no candidate match
70666,FORD,MUSTANG,,missing cleaned source data
47585,PERODUA,MYVI,H,low match score
3984,BMW,3 SERIES,318I,no candidate match
108941,PERODUA,ALZA,EZ,low match score
54759,TOYOTA,CAMRY,G,low match score
41819,MERCEDES-BENZ,A-CLASS,A200,no candidate match
41824,MERCEDES-BENZ,C-CLASS,C200,no candidate match
54637,TOYOTA,COROLLA CROSS,G,low match score
108942,PERODUA,MYVI,SE,low match score
55200,TOYOTA,VELLFIRE,,missing cleaned source data
6018,BMW,1 SERIES,118I,no candidate match
108944,PERODUA,MYVI,EZI,low match score
55232,TOYOTA,COROLLA ALTIS,G,low match score
55263,TOYOTA,RAV4,,missing cleaned source data
41828,MERCEDES-BENZ,E-CLASS,E200,no candidate match
54774,TOYOTA,COROLLA ALTIS,E,low match score
108946,PERODUA,MYVI,SE,low match score
42216,MERCEDES-BENZ,GLA-CLASS,GLA45 AMG,no candidate match
54804,TOYOTA,86,GT,low match score
54819,TOYOTA,VELLFIRE,Z,low match score
108949,PERODUA,AXIA,G,low match score
41830,MERCEDES-BENZ,GLC-CLASS,GLC250,no candidate match
55230,TOYOTA,YARIS,E,low match score
54840,TOYOTA,YARIS,G,low match score
108951,PERODUA,MYVI,SE,low match score
6030,BMW,5 SERIES,530I,no candidate match
41837,MERCEDES-BENZ,A-CLASS,A45 AMG,no candidate match
57208,TOYOTA,CAMRY,V,low match score
42226,MERCEDES-BENZ,SLK-CLASS,SLK250,no candidate match
45846,MERCEDES-BENZ,A-CLASS,A250,no candidate match
6046,BMW,2 SERIES,218I,no candidate match
41846,MERCEDES-BENZ,GLC-CLASS,GLC200,no candidate match
108955,PERODUA,VIVA,SX,low match score
55287,TOYOTA,VIOS,G,low match score
94748,NISSAN,X-TRAIL,,missing cleaned source data
41851,MERCEDES-BENZ,C-CLASS,C200,no candidate match
6060,BMW,5 SERIES,530I,no candidate match
108960,PERODUA,BEZZA,X,low match score
41848,MERCEDES-BENZ,C-CLASS,C200,no candidate match
108965,PERODUA,MYVI,AV,low match score
6068,BMW,5 SERIES,530I,no candidate match
108968,PERODUA,MYVI,H,low match score
53735,TOYOTA,VELLFIRE,VL,low match score
94771,NISSAN,X-TRAIL,,missing cleaned source data
54911,TOYOTA,CAMRY,V,low match score
54921,TOYOTA,COROLLA ALTIS,E,low match score
41853,MERCEDES-BENZ,A-CLASS,A200,no candidate match
54928,TOYOTA,VIOS,G,low match score
108973,PERODUA,ARUZ,X,low match score
57228,TOYOTA,LAND CRUISER,ZX,low match score
108975,PERODUA,ATIVA,AV,low match score
54976,TOYOTA,VIOS,GX,low match score
41858,MERCEDES-BENZ,AMG GT,S,low match score
42238,MERCEDES-BENZ,A-CLASS,A250,no candidate match
54992,TOYOTA,CAMRY,E,low match score
108976,PERODUA,ALZA,AV,low match score
6075,BMW,I,IX,no candidate match
94786,NISSAN,LATIO,ST,low match score
108980,PERODUA,AXIA,G,low match score
45852,MERCEDES-BENZ,GLC-CLASS,GLC250,no candidate match
368,BMW,X,X1,no candidate match
80848,SUZUKI,SWIFT,GLX,low match score
108982,PERODUA,AXIA,G,low match score
108986,PERODUA,AXIA,G,low match score
62024,TOYOTA,CAMRY,V,low match score
44902,MERCEDES-BENZ,C-CLASS,C200,no candidate match
6070,BMW,2 SERIES,218I,no candidate match
108992,PERODUA,MYVI,AV,low match score
55128,TOYOTA,CAMRY,G,low match score
6069,BMW,M,M340I,no candidate match
57236,TOYOTA,INNOVA,G,low match score
42253,MERCEDES-BENZ,C-CLASS,C300,no candidate match
6082,BMW,5 SERIES,530I,no candidate match
109009,PERODUA,ALZA,EZ,low match score
57253,TOYOTA,INNOVA,X,low match score
45853,MERCEDES-BENZ,C-CLASS,C300,no candidate match
32922,PROTON,X50,TGDI FLAGSHIP,no candidate match
39951,MERCEDES-BENZ,C-CLASS,C200,no candidate match
42255,MERCEDES-BENZ,CLA-CLASS,CLA250,no candidate match
113263,TOYOTA,CAMRY,V,low match score
55395,TOYOTA,INNOVA,G,low match score
41866,MERCEDES-BENZ,CLA-CLASS,CLA180,no candidate match
41874,MERCEDES-BENZ,A-CLASS,A250,no candidate match
55278,TOYOTA,VIOS,G,low match score
50345,PORSCHE,MACAN,S,low match score
94813,NISSAN,ALMERA,E,low match score
55330,TOYOTA,COROLLA ALTIS,G,low match score
55343,TOYOTA,VIOS,GR-S,low match score
109019,PERODUA,MYVI,AV,low match score
89418,JAGUAR,XJ,L,low match score
6076,BMW,5 SERIES,523D,no candidate match
45854,MERCEDES-BENZ,GLC-CLASS,GLC250,no candidate match
55434,TOYOTA,CAMRY,V,low match score
109027,PERODUA,AXIA,G,low match score
41884,MERCEDES-BENZ,C-CLASS,C300,no candidate match
109028,PERODUA,ARUZ,X,low match score
94852,NISSAN,X-TRAIL,,missing cleaned source data
45856,MERCEDES-BENZ,C-CLASS,C300,no candidate match
94853,NISSAN,ALMERA,E,low match score
55458,TOYOTA,COROLLA ALTIS,G,low match score
109029,PERODUA,ALZA,SE,low match score
55493,TOYOTA,AVANZA,G,low match score
6061,BMW,5 SERIES,530I,no candidate match
109032,PERODUA,MYVI,SE,low match score
109033,PERODUA,VIVA,EX,low match score
55557,TOYOTA,VIOS,E,low match score
83453,VOLKSWAGEN,BEETLE,,missing cleaned source data
55592,TOYOTA,ALPHARD,G S,low match score
55594,TOYOTA,VIOS,G,low match score
55666,TOYOTA,ALPHARD,SC,low match score
109035,PERODUA,MYVI,EZI,low match score
109036,PERODUA,MYVI,G,low match score
57287,TOYOTA,COROLLA CROSS,V,low match score
109043,PERODUA,ALZA,EZI,low match score
6041,BMW,5 SERIES,530E,no candidate match
55697,TOYOTA,COROLLA ALTIS,E,low match score
55727,TOYOTA,FORTUNER,VRZ,low match score
109045,PERODUA,AXIA,G,low match score
41900,MERCEDES-BENZ,CLA-CLASS,CLA200,no candidate match
94897,NISSAN,X-TRAIL,MID,low match score
42271,MERCEDES-BENZ,E-CLASS,E250 CGI,no candidate match
109049,PERODUA,ALZA,SE,low match score
55515,TOYOTA,C-HR,,missing cleaned source data
55856,TOYOTA,VIOS,G,low match score
109050,PERODUA,MYVI,X,low match score
41908,MERCEDES-BENZ,C-CLASS,C200 CGI,no candidate match
109062,PERODUA,ALZA,X,low match score
56040,TOYOTA,VELOZ,,missing cleaned source data
45859,MERCEDES-BENZ,C-CLASS,C200,no candidate match
37592,MERCEDES-BENZ,GLC-CLASS,GLC300,no candidate match
109065,PERODUA,MYVI,AV,low match score
42273,MERCEDES-BENZ,GLA-CLASS,GLA250,no candidate match
109069,PERODUA,BEZZA,X,low match score
57265,TOYOTA,COROLLA ALTIS,G,low match score
45864,MERCEDES-BENZ,E-CLASS,E250,no candidate match
37572,MERCEDES-BENZ,E-CLASS,E200,no candidate match
55939,TOYOTA,CAMRY,G X,low match score
6105,BMW,5 SERIES,530E,no candidate match
57297,TOYOTA,WISH,S,low match score
44939,MERCEDES-BENZ,CLA-CLASS,CLA45 AMG,no candidate match
55994,TOYOTA,VELLFIRE,Z,low match score
109075,PERODUA,MYVI,SE,low match score
56005,TOYOTA,COROLLA ALTIS,V,low match score
73844,KIA,RIO,SX,low match score
109077,PERODUA,ALZA,SE,low match score
55546,TOYOTA,86,GT,low match score
45867,MERCEDES-BENZ,C-CLASS,C300,no candidate match
62169,TOYOTA,CAMRY,G X,low match score
94940,NISSAN,X-TRAIL,,missing cleaned source data
45869,MERCEDES-BENZ,E-CLASS,E250,no candidate match
94944,NISSAN,ALMERA,E,low match score
56088,TOYOTA,VIOS,J,low match score
109079,PERODUA,MYVI,EZI,low match score
57300,TOYOTA,CAMRY,-,missing cleaned source data
109084,PERODUA,AXIA,SE,low match score
42277,MERCEDES-BENZ,C-CLASS,C250,no candidate match
109086,PERODUA,ALZA,SXI,low match score
109087,PERODUA,AXIA,SE,low match score
43364,MERCEDES-BENZ,C-CLASS,C200,no candidate match
109089,PERODUA,ALZA,SE,low match score
6097,BMW,5 SERIES,528I,no candidate match
114130,KIA,CARNIVAL,HIGH,low match score
41916,MERCEDES-BENZ,A-CLASS,A250,no candidate match
73888,KIA,SPECTRA,LS,low match score
109093,PERODUA,AXIA,G,low match score
56222,TOYOTA,COROLLA ALTIS,G,low match score
56388,TOYOTA,CAMRY,V,low match score
50759,PORSCHE,MACAN,,missing cleaned source data
41920,MERCEDES-BENZ,C-CLASS,C200,no candidate match
55568,TOYOTA,CAMRY,V,low match score
56337,TOYOTA,VIOS,E,low match score
109094,PERODUA,ARUZ,X,low match score
45871,MERCEDES-BENZ,E-CLASS,E300,no candidate match
42325,MERCEDES-BENZ,C-CLASS,C200,no candidate match
94963,NISSAN,LIVINA X-GEAR,,missing cleaned source data
56375,TOYOTA,ALPHARD,,missing cleaned source data
109101,PERODUA,AXIA,G,low match score
41921,MERCEDES-BENZ,C-CLASS,C200,no candidate match
109104,PERODUA,MYVI,AV,low match score
109108,PERODUA,ALZA,EZ,low match score
80868,SUZUKI,SWIFT,,missing cleaned source data
55571,TOYOTA,CAMRY,V,low match score
41925,MERCEDES-BENZ,GLA-CLASS,GLA250,no candidate match
56537,TOYOTA,C-HR,,missing cleaned source data
109114,PERODUA,MYVI,AV,low match score
55560,TOYOTA,SIENTA,V,low match score
45875,MERCEDES-BENZ,A-CLASS,A250,no candidate match
109116,PERODUA,ALZA,EZ,low match score
42321,MERCEDES-BENZ,E-CLASS,E200 CGI,no candidate match
109118,PERODUA,AXIA,G,low match score
41929,MERCEDES-BENZ,GLB-CLASS,GLB200,no candidate match
55620,TOYOTA,CAMRY,V,low match score
56800,TOYOTA,YARIS,G,low match score
94986,NISSAN,ALMERA,E,low match score
109121,PERODUA,MYVI,SE,low match score
109124,PERODUA,ARUZ,AV,low match score
45877,MERCEDES-BENZ,C-CLASS,C300,no candidate match
94992,NISSAN,X-TRAIL,MID,low match score
54914,TOYOTA,FORTUNER,VRZ,low match score
114133,KIA,SORENTO,,missing cleaned source data
55631,TOYOTA,YARIS,E,low match score
40620,MERCEDES-BENZ,SLK-CLASS,SLK200,no candidate match
109126,PERODUA,AXIA,SE,low match score
109127,PERODUA,AXIA,G,low match score
109129,PERODUA,BEZZA,X,low match score
109130,PERODUA,ATIVA,H,low match score
42334,MERCEDES-BENZ,GLC-CLASS,GLC300,no candidate match
43097,MERCEDES-BENZ,A-CLASS,A250,no candidate match
56840,TOYOTA,VIOS,J,low match score
56958,TOYOTA,CAMRY,G X,low match score
56989,TOYOTA,VIOS,G,low match score
41935,MERCEDES-BENZ,B-CLASS,B180,no candidate match
56872,TOYOTA,COROLLA ALTIS,G,low match score
36958,MERCEDES-BENZ,E-CLASS,E300,no candidate match
95012,NISSAN,ALMERA,E,low match score
74718,KIA,RIO,EX,low match score
55641,TOYOTA,COROLLA ALTIS,G,low match score
45878,MERCEDES-BENZ,E-CLASS,E250,no candidate match
56928,TOYOTA,COROLLA ALTIS,E,low match score
95022,NISSAN,SENTRA,SG-L,low match score
58385,TOYOTA,VELLFIRE,V,low match score
6074,BMW,2 SERIES,218I,no candidate match
109137,PERODUA,ARUZ,AV,low match score
109138,PERODUA,AXIA,G,low match score
6102,BMW,X,X1,no candidate match
109139,PERODUA,ALZA,SE,low match score
55654,TOYOTA,VIOS,G,low match score
41938,MERCEDES-BENZ,C-CLASS,C200,no candidate match
109145,PERODUA,MYVI,H,low match score
72349,HYUNDAI,STAREX TQ,CRDI,low match score
42339,MERCEDES-BENZ,B-CLASS,B200,no candidate match
109153,PERODUA,AXIA,G,low match score
109154,PERODUA,AXIA,G,low match score
109157,PERODUA,BEZZA,X,low match score
41942,MERCEDES-BENZ,GLC-CLASS,GLC43 AMG,no candidate match
55659,TOYOTA,VIOS,G,low match score
95051,NISSAN,X-TRAIL,,missing cleaned source data
49599,PORSCHE,MACAN,,missing cleaned source data
57258,TOYOTA,CAMRY,V,low match score
62628,TOYOTA,VIOS,E,low match score
55673,TOYOTA,HARRIER,GR,low match score
95047,NISSAN,ALMERA,VLT,low match score
41943,MERCEDES-BENZ,S-CLASS,S350,no candidate match
42345,MERCEDES-BENZ,E-CLASS,E240,no candidate match
57430,TOYOTA,COROLLA ALTIS,G,low match score
41954,MERCEDES-BENZ,S-CLASS,S400L,no candidate match
41958,MERCEDES-BENZ,GLC-CLASS,GLC250,no candidate match
42351,MERCEDES-BENZ,CLA-CLASS,CLA250,no candidate match
109167,PERODUA,MYVI,SE,low match score
55665,TOYOTA,YARIS,G,low match score
45879,MERCEDES-BENZ,GLC-CLASS,GLC43 AMG,no candidate match
2415,BMW,5 SERIES,520I,no candidate match
57475,TOYOTA,ALPHARD,G,low match score
38909,MERCEDES-BENZ,SLK-CLASS,SLK200,no candidate match
58403,TOYOTA,CAMRY,V,low match score
41966,MERCEDES-BENZ,C-CLASS,C180,no candidate match
109173,PERODUA,ALZA,EZI,low match score
57724,TOYOTA,CAMRY,G,low match score
57758,TOYOTA,VIOS,J,low match score
109176,PERODUA,AXIA,G,low match score
41971,MERCEDES-BENZ,C-CLASS,C350 E,no candidate match
109178,PERODUA,MYVI,AV,low match score
42361,MERCEDES-BENZ,A-CLASS,A250,no candidate match
71273,HINO,WU300R,,missing cleaned source data
41972,MERCEDES-BENZ,C-CLASS,C200,no candidate match
95084,NISSAN,SILVIA,,missing cleaned source data
41973,MERCEDES-BENZ,CLA-CLASS,CLA200,no candidate match
48050,PERODUA,ATIVA,AV,low match score
95096,NISSAN,ALMERA,E,low match score
58163,TOYOTA,VIOS,GX,low match score
95104,NISSAN,X-TRAIL,,missing cleaned source data
6108,BMW,X,X3,no candidate match
58203,TOYOTA,FORTUNER,SRZ,low match score
58411,TOYOTA,CAMRY,V,low match score
95118,NISSAN,X-TRAIL,4WD,low match score
109179,PERODUA,ALZA,X,low match score
57354,TOYOTA,SIENTA,V,low match score
58236,TOYOTA,YARIS,E,low match score
109180,PERODUA,MYVI,AV,low match score
57359,TOYOTA,CAMRY,V,low match score
42368,MERCEDES-BENZ,GLA-CLASS,GLA250,no candidate match
58239,TOYOTA,LAND CRUISER,ZX,low match score
6077,BMW,X,X3,no candidate match
57358,TOYOTA,YARIS,G,low match score
41981,MERCEDES-BENZ,C-CLASS,C300,no candidate match
109187,PERODUA,ARUZ,AV,low match score
41980,MERCEDES-BENZ,S-CLASS,S400L,no candidate match
41992,MERCEDES-BENZ,S-CLASS,S400L,no candidate match
55724,TOYOTA,ALPHARD,G SA,low match score
95130,NISSAN,ALMERA,VLT,low match score
41986,MERCEDES-BENZ,C-CLASS,C180,no candidate match
58783,TOYOTA,VIOS,E,low match score
6111,BMW,3 SERIES,330E,no candidate match
109188,PERODUA,VIVA,EZ,low match score
109190,PERODUA,MYVI,X,low match score
109196,PERODUA,ALZA,SE,low match score
58877,TOYOTA,COROLLA,SEG,low match score
109197,PERODUA,AXIA,SE,low match score
41993,MERCEDES-BENZ,E-CLASS,E350,no candidate match
109206,PERODUA,AXIA,G,low match score
95146,NISSAN,X-TRAIL,,missing cleaned source data
109211,PERODUA,MYVI,X,low match score
42043,MERCEDES-BENZ,C-CLASS,C300,no candidate match
58824,TOYOTA,ALPHARD,,missing cleaned source data
57353,TOYOTA,WISH,S,low match score
74342,KIA,CERATO,,missing cleaned source data
42003,MERCEDES-BENZ,E-CLASS,E300,no candidate match
668,BMW,X,X7,no candidate match
109219,PERODUA,MYVI,SE,low match score
58960,TOYOTA,ALPHARD,,missing cleaned source data
42376,MERCEDES-BENZ,C-CLASS,C300,no candidate match
109223,PERODUA,AXIA,SE,low match score
41998,MERCEDES-BENZ,GLA-CLASS,GLA200,no candidate match
109225,PERODUA,MYVI,EZ,low match score
42386,MERCEDES-BENZ,C-CLASS,C200,no candidate match
6091,BMW,X,X5,no candidate match
71295,HINO,WU600R-HKMLL3,,missing cleaned source data
42009,MERCEDES-BENZ,E-CLASS,E250,no candidate match
58976,TOYOTA,VIOS,G,low match score
103742,PERODUA,MYVI,SE,low match score
58984,TOYOTA,COROLLA CROSS,V,low match score
55748,TOYOTA,VIOS,E,low match score
103745,PERODUA,MYVI,SE,low match score
55804,TOYOTA,AVANZA,E,low match score
42012,MERCEDES-BENZ,GLA-CLASS,GLA200,no candidate match
109229,PERODUA,MYVI,SE,low match score
74386,KIA,OPTIMA K5,,missing cleaned source data
42380,MERCEDES-BENZ,E-CLASS,E200,no candidate match
71272,HINO,WU302R,,missing cleaned source data
6103,BMW,M,M3,no candidate match
109231,PERODUA,MYVI,SE,low match score
57370,TOYOTA,WISH,,missing cleaned source data
59002,TOYOTA,CAMRY,G,low match score
109233,PERODUA,AXIA,G,low match score
45883,MERCEDES-BENZ,G-CLASS,G63 AMG,no candidate match
55792,TOYOTA,COROLLA ALTIS,G,low match score
57365,TOYOTA,LAND CRUISER,ZX,low match score
95162,NISSAN,X-TRAIL,,missing cleaned source data
42014,MERCEDES-BENZ,S-CLASS,S400L,no candidate match
55797,TOYOTA,VIOS,G,low match score
109236,PERODUA,MYVI,SE,low match score
55766,TOYOTA,COROLLA ALTIS,E,low match score
59014,TOYOTA,VIOS,E,low match score
71301,HINO,FS1K,,missing cleaned source data
109239,PERODUA,AXIA,SE,low match score
95173,NISSAN,VANETTE,,missing cleaned source data
109241,PERODUA,MYVI,EZ,low match score
74388,KIA,CERATO,K3,low match score
6072,BMW,2 SERIES,218I,no candidate match
42018,MERCEDES-BENZ,A-CLASS,A200,no candidate match
55827,TOYOTA,FJ CRUISER,,missing cleaned source data
109243,PERODUA,MYVI,G,low match score
42019,MERCEDES-BENZ,C-CLASS,C200,no candidate match
109244,PERODUA,ALZA,SE,low match score
6116,BMW,X,X5,no candidate match
6104,BMW,3 SERIES,320I,no candidate match
109249,PERODUA,MYVI,EZ,low match score
42385,MERCEDES-BENZ,GLC-CLASS,GLC300,no candidate match
109252,PERODUA,ATIVA,H,low match score
6123,BMW,3 SERIES,320I,no candidate match
109253,PERODUA,VIVA,EZ,low match score
59031,TOYOTA,ALPHARD,G SA,low match score
109255,PERODUA,MYVI,SE,low match score
42026,MERCEDES-BENZ,GLC-CLASS,GLC200,no candidate match
55831,TOYOTA,VELLFIRE,V,low match score
109256,PERODUA,MYVI,EZ,low match score
95183,NISSAN,X-TRAIL,,missing cleaned source data
85363,VOLVO,V40,T5,low match score
6092,BMW,X,X4,no candidate match
6134,BMW,3 SERIES,320I,no candidate match
27852,LEXUS,RX350,,missing cleaned source data
59079,TOYOTA,VIOS,E,low match score
95197,NISSAN,X-TRAIL,4WD,low match score
42034,MERCEDES-BENZ,C-CLASS,C250,no candidate match
42036,MERCEDES-BENZ,C-CLASS,C350 E,no candidate match
44969,MERCEDES-BENZ,C-CLASS,C200,no candidate match
109260,PERODUA,MYVI,EZI,low match score
95199,NISSAN,TEANA,XL,low match score
95207,NISSAN,ALMERA,E,low match score
42033,MERCEDES-BENZ,A-CLASS,A250,no candidate match
6171,BMW,4 SERIES,430I,no candidate match
42039,MERCEDES-BENZ,E-CLASS,E200,no candidate match
59046,TOYOTA,YARIS,E,low match score
109262,PERODUA,AXIA,G,low match score
59053,TOYOTA,CAMRY,V,low match score
42041,MERCEDES-BENZ,C-CLASS,C200,no candidate match
95968,VOLKSWAGEN,JETTA,TSI,low match score
59055,TOYOTA,ESTIMA,,missing cleaned source data
109268,PERODUA,ARUZ,AV,low match score
59064,TOYOTA,VIOS,G,low match score
89512,KIA,SPORTAGE,,missing cleaned source data
55872,TOYOTA,VIOS,E,low match score
59072,TOYOTA,AVANZA,G,low match score
6142,BMW,X,X3,no candidate match
59352,TOYOTA,VIOS,GX,low match score
109273,PERODUA,MYVI,LIMITED EDITION,low match score
45905,MERCEDES-BENZ,A-CLASS,A35 AMG,no candidate match
95222,NISSAN,ALMERA,E,low match score
59078,TOYOTA,VELLFIRE,X,low match score
59077,TOYOTA,LAND CRUISER,ZX,low match score
59080,TOYOTA,VIOS,GR-S,low match score
73445,ISUZU,NPR66UPH,,missing cleaned source data
59107,TOYOTA,VIOS,J,low match score
42047,MERCEDES-BENZ,C-CLASS,C200,no candidate match
109279,PERODUA,ARUZ,AV,low match score
109281,PERODUA,ALZA,AV,low match score
95236,NISSAN,ALMERA,E,low match score
109282,PERODUA,KENARI,EZ,low match score
59106,TOYOTA,CAMRY,G X,low match score
109283,PERODUA,MYVI,AV,low match score
42050,MERCEDES-BENZ,CLA-CLASS,CLA180,no candidate match
59108,TOYOTA,VIOS,J,low match score
109285,PERODUA,ALZA,SE,low match score
55889,TOYOTA,AVANZA,S,low match score
57425,TOYOTA,VIOS,G,low match score
109288,PERODUA,MYVI,EZ,low match score
59112,TOYOTA,INNOVA,G,low match score
74549,KIA,PICANTO,,missing cleaned source data
55941,TOYOTA,ESTIMA,-,missing cleaned source data
59159,TOYOTA,RUSH,S,low match score
109289,PERODUA,ARUZ,AV,low match score
45894,MERCEDES-BENZ,E-CLASS,E350,no candidate match
74618,KIA,SPORTAGE,QL,low match score
59119,TOYOTA,ALPHARD,G SA,low match score
109293,PERODUA,MYVI,X,low match score
106143,PERODUA,VIVA,EX,low match score
6149,BMW,7 SERIES,740LE,no candidate match
59132,TOYOTA,HARRIER,,missing cleaned source data
95267,NISSAN,TEANA,XL,low match score
95275,NISSAN,X-TRAIL,MID,low match score
109295,PERODUA,ALZA,SE,low match score
109296,PERODUA,MYVI,SE,low match score
59128,TOYOTA,CAMRY,V,low match score
59133,TOYOTA,COROLLA ALTIS,G,low match score
109297,PERODUA,VIVA,EX,low match score
59134,TOYOTA,ALPHARD,G,low match score
109298,PERODUA,MYVI,H,low match score
6746,BMW,3 SERIES,320D,no candidate match
109301,PERODUA,ARUZ,X,low match score
59149,TOYOTA,YARIS,E,low match score
109302,PERODUA,MYVI,AV,low match score
45923,MERCEDES-BENZ,E-CLASS,E300,no candidate match
109305,PERODUA,ARUZ,X,low match score
75121,KIA,PICANTO,EX,low match score
109310,PERODUA,ATIVA,H,low match score
42392,MERCEDES-BENZ,C-CLASS,C350 E,no candidate match
6170,BMW,2 SERIES,218I,no candidate match
109312,PERODUA,MYVI,AV,low match score
95287,NISSAN,TEANA,XL,low match score
111641,TOYOTA,COROLLA CROSS,V,low match score
41039,MERCEDES-BENZ,C-CLASS,C350 E,no candidate match
42060,MERCEDES-BENZ,C-CLASS,C200,no candidate match
59152,TOYOTA,INNOVA,G,low match score
109314,PERODUA,ALZA,AV,low match score
42393,MERCEDES-BENZ,C-CLASS,C43 AMG,no candidate match
75067,KIA,RIO,,missing cleaned source data
6188,BMW,Z,Z4,no candidate match
109322,PERODUA,KELISA,GX,low match score
42065,MERCEDES-BENZ,C-CLASS,C300,no candidate match
109326,PERODUA,ARUZ,AV,low match score
109333,PERODUA,ALZA,SE,low match score
42067,MERCEDES-BENZ,AMG GT,S,low match score
59166,TOYOTA,ALPHARD,G,low match score
59189,TOYOTA,INNOVA,X,low match score
109337,PERODUA,MYVI,AV,low match score
109340,PERODUA,ALZA,EZ,low match score
42398,MERCEDES-BENZ,A-CLASS,A200,no candidate match
59183,TOYOTA,CAMRY,V,low match score
109342,PERODUA,MYVI,AV,low match score
57437,TOYOTA,CAMRY,V,low match score
59173,TOYOTA,CAMRY,G X,low match score
109344,PERODUA,ARUZ,X,low match score
42407,MERCEDES-BENZ,CLA-CLASS,CLA35 AMG,no candidate match
6203,BMW,X,X1,no candidate match
114138,KIA,SORENTO,,missing cleaned source data
101366,MERCEDES-BENZ,C-CLASS,C300,no candidate match
109350,PERODUA,ALZA,SE,low match score
59194,TOYOTA,VIOS,G,low match score
59207,TOYOTA,VIOS,E,low match score
57439,TOYOTA,86,GT,low match score
48040,PERODUA,AXIA,SE,low match score
59208,TOYOTA,RUSH,G,low match score
95331,NISSAN,ALMERA,E,low match score
109356,PERODUA,KEMBARA,EZ,low match score
45925,MERCEDES-BENZ,GLC-CLASS,GLC300,no candidate match
109357,PERODUA,MYVI,SE,low match score
59197,TOYOTA,VIOS,E,low match score
109358,PERODUA,ALZA,EZ,low match score
42077,MERCEDES-BENZ,GLA-CLASS,GLA200,no candidate match
55986,TOYOTA,COROLLA CROSS,V,low match score
95338,NISSAN,ALMERA,VL,low match score
109364,PERODUA,KELISA,GX,low match score
63586,TOYOTA,ALPHARD,S,low match score
109366,PERODUA,ARUZ,AV,low match score
42078,MERCEDES-BENZ,GLA-CLASS,GLA200,no candidate match
109367,PERODUA,ALZA,AV,low match score
42435,MERCEDES-BENZ,G-CLASS,G63 AMG,no candidate match
109368,PERODUA,VIVA,EX,low match score
56031,TOYOTA,AVANZA,G,low match score
59213,TOYOTA,CAMRY,G,low match score
59218,TOYOTA,INNOVA,G,low match score
38688,MERCEDES-BENZ,CLA-CLASS,CLA200,no candidate match
42083,MERCEDES-BENZ,C-CLASS,C200,no candidate match
56060,TOYOTA,SIENTA,V,low match score
42085,MERCEDES-BENZ,C-CLASS,C250,no candidate match
59223,TOYOTA,VIOS,E,low match score
109370,PERODUA,MYVI,H,low match score
42444,MERCEDES-BENZ,A-CLASS,A250,no candidate match
109373,PERODUA,ALZA,EZ,low match score
42086,MERCEDES-BENZ,E-CLASS,E350,no candidate match
95343,NISSAN,TEANA,XL,low match score
42455,MERCEDES-BENZ,A-CLASS,A45 AMG,no candidate match
45932,MERCEDES-BENZ,A-CLASS,A45 AMG,no candidate match
95344,NISSAN,X-TRAIL,,missing cleaned source data
6162,BMW,X,X5,no candidate match
95364,NISSAN,ALMERA,E,low match score
52012,TOYOTA,LAND CRUISER,,missing cleaned source data
42089,MERCEDES-BENZ,C-CLASS,C350 E,no candidate match
95368,NISSAN,X-TRAIL,,missing cleaned source data
42094,MERCEDES-BENZ,E-CLASS,E200,no candidate match
109380,PERODUA,BEZZA,X,low match score
59413,TOYOTA,YARIS,E,low match score
95384,NISSAN,TEANA,XV,low match score
6179,BMW,3 SERIES,320I,no candidate match
43374,MERCEDES-BENZ,S-CLASS,S580 E,no candidate match
59256,TOYOTA,VIOS,J,low match score
